Date	Team	Opponent	Game	Result	Score	ATS	Spread	OU	Total	
23-Oct-24	Jacksonville State	vs Middle Tennessee	REG	W	42-20	W	-20.5	U	64.5	
30-Oct-24	Jacksonville State	@ Liberty	REG	W	31-21	W	2.5	U	64.5	
9-Nov-24	Jacksonville State	@ Louisiana Tech	REG	W	44-37	L	-10	O	55.5	
16-Nov-24	Jacksonville State	vs Florida International	REG	W	34-31	L	-12.5	O	58.5	
23-Nov-24	Jacksonville State	vs Sam Houston State	REG	W	21-11	W	-5.5	U	57	
30-Nov-24	Jacksonville State	@ Western Kentucky	REG	L	19-17	L	1.5	U	62	
20-Dec-24	Jacksonville State	vs Ohio	PST	L	30-27	W	6.5	U	57.5	
26-Aug-23	Jacksonville State	vs Texas El Paso	REG	W	17-14	W	1.5	U	54.5	
2-Sep-23	Jacksonville State	vs East Tennessee State	REG	W	49-3	W	-20	U	55	
9-Sep-23	Jacksonville State	@ Coastal Carolina	REG	L	30-16	L	13.5	U	61	
23-Sep-23	Jacksonville State	vs Eastern Michigan	REG	W	21-0	W	-6.5	U	51	
28-Sep-23	Jacksonville State	@ Sam Houston State	REG	W	35-28	P	-7	O	36.5	
4-Oct-23	Jacksonville State	@ Middle Tennessee	REG	W	45-30	W	2.5	O	52	
10-Oct-23	Jacksonville State	vs Liberty	REG	L	31-13	L	7	U	59.5	
17-Oct-23	Jacksonville State	vs Western Kentucky	REG	W	20-17	W	7.5	U	60.5	
25-Oct-23	Jacksonville State	@ Florida International	REG	W	41-16	W	-9	O	48	
4-Nov-23	Jacksonville State	@ South Carolina	REG	L	38-28	W	14	O	55	
18-Nov-23	Jacksonville State	vs Louisiana Tech	REG	W	56-17	W	-10	O	54.5	
25-Nov-23	Jacksonville State	@ New Mexico State	REG	L	20-17	L	-2.5	U	48	
16-Dec-23	Jacksonville State	@ Louisiana-Lafayette	PST	W	34-31	P	-3	O	58.5	
31-Aug-24	James Madison	@ Charlotte	REG	W	30-7	W	-6.5	U	48	
7-Sep-24	James Madison	vs Gardner-Webb	REG	W	13-6	L	-36.5	U	51.5	
21-Sep-24	James Madison	@ North Carolina	REG	W	70-50	W	11	O	48.5	
28-Sep-24	James Madison	vs Ball State	REG	W	63-7	W	-21.5	O	56	
5-Oct-24	James Madison	@ Louisiana-Monroe	REG	L	21-19	L	-16.5	U	48	
10-Oct-24	James Madison	vs Coastal Carolina	REG	W	39-7	W	-7.5	U	59.5	
19-Oct-24	James Madison	@ Georgia Southern	REG	L	28-14	L	-10	U	58.5	
26-Oct-24	James Madison	vs Southern Miss	REG	W	32-15	L	-24	U	54	
9-Nov-24	James Madison	vs Georgia State	REG	W	38-7	W	-14.5	U	53.5	
16-Nov-24	James Madison	@ Old Dominion	REG	W	35-32	W	-1	O	51	
23-Nov-24	James Madison	@ Appalachian State	REG	L	34-20	L	-7.5	U	57.5	
30-Nov-24	James Madison	vs Marshall	REG	L	35-33	L	-4	O	52.5	
18-Dec-24	James Madison	vs Western Kentucky	PST	W	27-17	W	-7	U	50.5	
2-Sep-23	James Madison	vs Bucknell	REG	W	38-3	L	-47	U	53.5	
9-Sep-23	James Madison	@ Virginia	REG	W	36-35	L	-6.5	O	40	
16-Sep-23	James Madison	@ Troy	REG	W	16-14	W	2.5	U	46.5	
23-Sep-23	James Madison	@ Utah State	REG	W	45-38	W	-5.5	O	53	
30-Sep-23	James Madison	vs South Alabama	REG	W	31-23	W	-1	O	48.5	
14-Oct-23	James Madison	vs Georgia Southern	REG	W	41-13	W	-5.5	U	60	
19-Oct-23	James Madison	@ Marshall	REG	W	20-9	W	-5	U	49	
28-Oct-23	James Madison	vs Old Dominion	REG	W	30-27	L	-19.5	O	48	
4-Nov-23	James Madison	@ Georgia State	REG	W	42-14	W	-6	O	52	
11-Nov-23	James Madison	vs Connecticut	REG	W	44-6	W	-25.5	O	48.5	
18-Nov-23	James Madison	vs Appalachian State	REG	L	26-23	L	-10	U	56.5	
25-Nov-23	James Madison	@ Coastal Carolina	REG	W	56-14	W	-4	O	51.5	
23-Dec-23	James Madison	@ Air Force	PST	L	31-21	L	2.5	O	44.5	
29-Aug-24	Kansas	vs Lindenwood	REG	W	48-3	L	-48.5	U	62.5	
7-Sep-24	Kansas	@ Illinois	REG	L	23-17	L	-5.5	U	58.5	
13-Sep-24	Kansas	vs Nevada-Las Vegas	REG	L	23-20	L	-9	U	57.5	
21-Sep-24	Kansas	@ West Virginia	REG	L	32-28	L	1	O	55	
28-Sep-24	Kansas	vs Texas Christian	REG	L	38-27	L	-1.5	O	59	
5-Oct-24	Kansas	@ Arizona State	REG	L	35-31	L	2.5	O	50	
19-Oct-24	Kansas	vs Houston	REG	W	42-14	W	-5	O	46	
26-Oct-24	Kansas	@ Kansas State	REG	L	29-27	W	10	O	55.5	
9-Nov-24	Kansas	vs Iowa State	REG	W	45-36	W	2.5	O	52.5	
16-Nov-24	Kansas	@ Brigham Young	REG	W	17-13	W	2.5	U	55.5	
23-Nov-24	Kansas	vs Colorado	REG	W	37-21	W	2.5	U	59.5	
30-Nov-24	Kansas	@ Baylor	REG	L	45-17	L	-1.5	P	62	
1-Sep-23	Kansas	vs Missouri State	REG	W	48-17	L	-32.5	O	60.5	
8-Sep-23	Kansas	vs Illinois	REG	W	34-23	W	-3.5	U	57.5	
16-Sep-23	Kansas	@ Nevada	REG	W	31-24	L	-28	U	58	
23-Sep-23	Kansas	vs Brigham Young	REG	W	38-27	W	-9	O	56	
30-Sep-23	Kansas	@ Texas	REG	L	40-14	L	15.5	U	60.5	
7-Oct-23	Kansas	vs Central Florida	REG	W	51-22	W	2	O	65	
14-Oct-23	Kansas	@ Oklahoma State	REG	L	39-32	L	-3	O	54	
28-Oct-23	Kansas	vs Oklahoma	REG	W	38-33	W	7.5	O	66.5	
4-Nov-23	Kansas	@ Iowa State	REG	W	28-21	W	2.5	U	54	
11-Nov-23	Kansas	vs Texas Tech	REG	L	16-13	L	-3.5	U	63	
18-Nov-23	Kansas	vs Kansas State	REG	L	31-27	W	7	U	60.5	
25-Nov-23	Kansas	@ Cincinnati	REG	W	49-16	W	-7.5	O	58.5	
26-Dec-23	Kansas	@ Nevada-Las Vegas	PST	W	49-36	W	-7.5	O	65	
31-Aug-24	Kansas State	vs Tennessee-Martin	REG	W	41-6	L	-37.5	U	56.5	
7-Sep-24	Kansas State	@ Tulane	REG	W	34-27	L	-8.5	O	47.5	
13-Sep-24	Kansas State	vs Arizona	REG	W	31-7	W	-7	U	60.5	
21-Sep-24	Kansas State	@ Brigham Young	REG	L	38-9	L	-7.5	U	49.5	
28-Sep-24	Kansas State	vs Oklahoma State	REG	W	42-20	W	-6	O	58	
12-Oct-24	Kansas State	@ Colorado	REG	W	31-28	L	-3.5	O	55.5	
19-Oct-24	Kansas State	@ West Virginia	REG	W	45-18	W	-2.5	O	56	
26-Oct-24	Kansas State	vs Kansas	REG	W	29-27	L	-10	O	55.5	
2-Nov-24	Kansas State	@ Houston	REG	L	24-19	L	-13	U	45.5	
16-Nov-24	Kansas State	vs Arizona State	REG	L	24-14	L	-7.5	U	51.5	
23-Nov-24	Kansas State	vs Cincinnati	REG	W	41-15	W	-7.5	O	54	
30-Nov-24	Kansas State	@ Iowa State	REG	L	29-21	L	2	U	51.5	
26-Dec-24	Kansas State	vs Rutgers	PST	W	44-41	L	-7.5	O	52	
2-Sep-23	Kansas State	vs Southeast Missouri State	REG	W	45-0	W	-28	U	55.5	
9-Sep-23	Kansas State	vs Troy	REG	W	42-13	W	-15	O	50	
16-Sep-23	Kansas State	@ Missouri	REG	L	30-27	L	-3.5	O	47.5	
23-Sep-23	Kansas State	vs Central Florida	REG	W	44-31	W	-6.5	O	52.5	
6-Oct-23	Kansas State	@ Oklahoma State	REG	L	29-21	L	-11.5	U	54	
14-Oct-23	Kansas State	@ Texas Tech	REG	W	38-21	W	1	O	57.5	
21-Oct-23	Kansas State	vs Texas Christian	REG	W	41-3	W	-5.5	U	60	
28-Oct-23	Kansas State	vs Houston	REG	W	41-0	W	-17.5	U	60.5	
4-Nov-23	Kansas State	@ Texas	REG	L	33-30	W	3.5	O	50	
11-Nov-23	Kansas State	vs Baylor	REG	W	59-25	W	-21	O	55	
18-Nov-23	Kansas State	@ Kansas	REG	W	31-27	L	-7	U	60.5	
25-Nov-23	Kansas State	vs Iowa State	REG	L	42-35	L	-9.5	O	46	
28-Dec-23	Kansas State	vs North Carolina State	PST	W	28-19	W	-3	U	49	
31-Aug-24	Kennesaw State	@ Texas-San Antonio	REG	L	28-16	W	24	U	48.5	
7-Sep-24	Kennesaw State	vs Louisiana-Lafayette	REG	L	34-10	L	14.5	U	46.5	
14-Sep-24	Kennesaw State	@ San Jose State	REG	L	31-10	L	17.5	U	42.5	
28-Sep-24	Kennesaw State	vs Tennessee-Martin	REG	L	24-13	L	1.5	U	45.5	
4-Oct-24	Kennesaw State	vs Jacksonville State	REG	L	63-24	L	17	O	49.5	
15-Oct-24	Kennesaw State	@ Middle Tennessee	REG	L	14-5	L	8.5	U	49.5	
23-Oct-24	Kennesaw State	vs Liberty	REG	W	27-24	W	27	O	48	
30-Oct-24	Kennesaw State	@ Western Kentucky	REG	L	31-14	W	24	U	49	
9-Nov-24	Kennesaw State	@ Texas El Paso	REG	L	43-35	L	4.5	O	42.5	
16-Nov-24	Kennesaw State	vs Sam Houston State	REG	L	23-17	W	21	U	42.5	
23-Nov-24	Kennesaw State	vs Florida International	REG	W	27-26	W	9	O	42.5	
30-Nov-24	Kennesaw State	@ Louisiana Tech	REG	L	33-0	L	10	U	41.5	
4-Nov-23	Kennesaw State	@ Sam Houston State	REG	L	24-21	W	16	O	42.5	
31-Aug-24	Kent State	@ Pittsburgh	REG	L	55-24	L	24	O	55.5	
7-Sep-24	Kent State	vs St. Francis-PA	REG	L	23-17	L	-17.5	U	50.5	
14-Sep-24	Kent State	@ Tennessee	REG	L	71-0	L	49.5	O	62.5	
21-Sep-24	Kent State	@ Penn State	REG	L	56-0	L	48.5	U	57.5	
28-Sep-24	Kent State	vs Eastern Michigan	REG	L	52-33	L	14	O	45.5	
12-Oct-24	Kent State	vs Ball State	REG	L	37-35	W	3	O	58.5	
19-Oct-24	Kent State	@ Bowling Green	REG	L	27-6	W	24	U	54.5	
26-Oct-24	Kent State	@ Western Michigan	REG	L	52-21	L	19	O	61.5	
6-Nov-24	Kent State	vs Ohio	REG	L	41-0	L	20.5	U	53	
13-Nov-24	Kent State	@ Miami-OH	REG	L	34-7	W	30.5	U	47.5	
19-Nov-24	Kent State	vs Akron	REG	L	38-17	L	10.5	O	49	
26-Nov-24	Kent State	@ Buffalo	REG	L	43-7	L	23.5	U	51	
31-Aug-23	Kent State	@ Central Florida	REG	L	56-6	L	35.5	O	53.5	
9-Sep-23	Kent State	@ Arkansas	REG	L	28-6	W	38	U	57.5	
16-Sep-23	Kent State	vs Central Connecticut State	REG	W	38-10	W	-21.5	O	46.5	
23-Sep-23	Kent State	@ Fresno State	REG	L	53-10	L	27.5	O	47.5	
30-Sep-23	Kent State	vs Miami-OH	REG	L	23-3	L	14	U	50.5	
7-Oct-23	Kent State	@ Ohio	REG	L	42-17	L	24.5	O	45	
14-Oct-23	Kent State	@ Eastern Michigan	REG	L	28-14	L	7	O	40.5	
21-Oct-23	Kent State	vs Buffalo	REG	L	24-6	L	6.5	U	44	
1-Nov-23	Kent State	@ Akron	REG	L	31-27	P	4	O	39.5	
8-Nov-23	Kent State	vs Bowling Green	REG	L	49-19	L	11	O	41.5	
18-Nov-23	Kent State	@ Ball State	REG	L	34-3	L	11	U	42.5	
25-Nov-23	Kent State	vs Northern Illinois	REG	L	37-27	W	20.5	O	45	
31-Aug-24	Kentucky	vs Southern Miss	REG	W	31-0	W	-25.5	U	50	
7-Sep-24	Kentucky	vs South Carolina	REG	L	31-6	L	-9.5	U	41.5	
14-Sep-24	Kentucky	vs Georgia	REG	L	13-12	W	21.5	U	45.5	
21-Sep-24	Kentucky	vs Ohio	REG	W	41-6	W	-21	O	41.5	
28-Sep-24	Kentucky	@ Mississippi	REG	W	20-17	W	15.5	U	51.5	
12-Oct-24	Kentucky	vs Vanderbilt	REG	L	20-13	L	-12.5	U	44.5	
19-Oct-24	Kentucky	@ Florida	REG	L	48-20	L	-2.5	O	42.5	
26-Oct-24	Kentucky	vs Auburn	REG	L	24-10	L	-1.5	U	43.5	
2-Nov-24	Kentucky	@ Tennessee	REG	L	28-18	W	17.5	O	45.5	
16-Nov-24	Kentucky	vs Murray State	REG	W	48-6	W	-41.5	O	53.5	
23-Nov-24	Kentucky	@ Texas	REG	L	31-14	W	18.5	U	46.5	
30-Nov-24	Kentucky	vs Louisville	REG	L	41-14	L	4.5	O	49.5	
2-Sep-23	Kentucky	vs Ball State	REG	W	44-14	W	-25.5	O	49	
9-Sep-23	Kentucky	vs Eastern Kentucky	REG	W	28-17	L	-35	U	62.5	
16-Sep-23	Kentucky	vs Akron	REG	W	35-3	W	-25	U	48.5	
23-Sep-23	Kentucky	@ Vanderbilt	REG	W	45-28	W	-13.5	O	50	
30-Sep-23	Kentucky	vs Florida	REG	W	33-14	W	-1	O	44	
7-Oct-23	Kentucky	@ Georgia	REG	L	51-13	L	14.5	O	47	
14-Oct-23	Kentucky	vs Missouri	REG	L	38-21	L	-1.5	O	50.5	
28-Oct-23	Kentucky	vs Tennessee	REG	L	33-27	L	4	O	50	
4-Nov-23	Kentucky	@ Mississippi State	REG	W	24-3	W	-5.5	U	44.5	
11-Nov-23	Kentucky	vs Alabama	REG	L	49-21	L	10.5	O	47	
18-Nov-23	Kentucky	@ South Carolina	REG	L	17-14	L	2	U	52	
25-Nov-23	Kentucky	@ Louisville	REG	W	38-31	W	7.5	O	48	
29-Dec-23	Kentucky	vs Clemson	PST	L	38-35	W	3.5	O	44	
31-Aug-24	Louisiana Tech	vs Nicholls State	REG	W	25-17	W	-7	U	54.5	
14-Sep-24	Louisiana Tech	@ North Carolina State	REG	L	30-20	W	20.5	O	48	
21-Sep-24	Louisiana Tech	vs Tulsa	REG	L	23-20	L	-3	U	57	
28-Sep-24	Louisiana Tech	@ Florida International	REG	L	17-10	L	-2.5	U	49.5	
10-Oct-24	Louisiana Tech	vs Middle Tennessee	REG	W	48-21	W	-5	O	48	
15-Oct-24	Louisiana Tech	@ New Mexico State	REG	L	33-30	L	-12.5	O	49	
22-Oct-24	Louisiana Tech	vs Texas El Paso	REG	W	14-10	L	-6.5	U	49	
29-Oct-24	Louisiana Tech	@ Sam Houston State	REG	L	9-3	W	10.5	U	45.5	
9-Nov-24	Louisiana Tech	vs Jacksonville State	REG	L	44-37	W	10	O	55.5	
16-Nov-24	Louisiana Tech	@ Western Kentucky	REG	W	12-7	W	11.5	U	52.5	
23-Nov-24	Louisiana Tech	@ Arkansas	REG	L	35-14	W	23.5	O	48.5	
30-Nov-24	Louisiana Tech	vs Kennesaw State	REG	W	33-0	W	-10	U	41.5	
28-Dec-24	Louisiana Tech	@ Army	PST	L	27-6	L	14.5	U	44.5	
26-Aug-23	Louisiana Tech	vs Florida International	REG	W	22-17	L	-12	U	57.5	
2-Sep-23	Louisiana Tech	@ Southern Methodist	REG	L	38-14	L	21	U	66.5	
9-Sep-23	Louisiana Tech	vs Northwestern State	REG	W	51-21	W	-23	O	58	
16-Sep-23	Louisiana Tech	vs North Texas	REG	L	40-37	L	-4.5	O	66.5	
23-Sep-23	Louisiana Tech	@ Nebraska	REG	L	28-14	W	20.5	U	44.5	
29-Sep-23	Louisiana Tech	@ Texas El Paso	REG	W	24-10	W	-1.5	U	49.5	
5-Oct-23	Louisiana Tech	vs Western Kentucky	REG	L	35-28	L	6	O	59	
10-Oct-23	Louisiana Tech	@ Middle Tennessee	REG	L	31-23	L	3	P	54	
24-Oct-23	Louisiana Tech	vs New Mexico State	REG	L	27-24	L	-3	U	55	
4-Nov-23	Louisiana Tech	@ Liberty	REG	L	56-30	L	14	O	59	
11-Nov-23	Louisiana Tech	vs Sam Houston State	REG	L	42-27	L	-7.5	O	49	
18-Nov-23	Louisiana Tech	@ Jacksonville State	REG	L	56-17	L	10	O	54.5	
31-Aug-24	Liberty	vs Campbell	REG	W	41-24	L	-40.5	O	58.5	
7-Sep-24	Liberty	@ New Mexico State	REG	W	30-24	L	-22.5	P	54	
14-Sep-24	Liberty	vs Texas El Paso	REG	W	28-10	L	-24	U	57.5	
21-Sep-24	Liberty	vs East Carolina	REG	W	35-24	W	-7.5	O	54.5	
8-Oct-24	Liberty	vs Florida International	REG	W	31-24	L	-16.5	U	55.5	
23-Oct-24	Liberty	@ Kennesaw State	REG	L	27-24	L	-27	O	48	
30-Oct-24	Liberty	vs Jacksonville State	REG	L	31-21	L	-2.5	U	64.5	
9-Nov-24	Liberty	@ Middle Tennessee	REG	W	37-17	W	-12.5	U	54.5	
16-Nov-24	Liberty	@ Massachusetts	REG	W	35-34	L	-16.5	O	52.5	
23-Nov-24	Liberty	vs Western Kentucky	REG	W	38-21	W	-1	O	56.5	
29-Nov-24	Liberty	@ Sam Houston State	REG	L	20-18	L	-2.5	U	47.5	
4-Jan-25	Liberty	vs Buffalo	PST	L	26-7	L	4	U	51	
2-Sep-23	Liberty	vs Bowling Green	REG	W	34-24	W	-8	O	49	
9-Sep-23	Liberty	vs New Mexico State	REG	W	33-17	W	-9.5	U	54.5	
16-Sep-23	Liberty	@ Buffalo	REG	W	55-27	W	-3	O	54	
23-Sep-23	Liberty	@ Florida International	REG	W	38-6	W	-10	U	54.5	
5-Oct-23	Liberty	vs Sam Houston State	REG	W	21-16	L	-21.5	U	46.5	
10-Oct-23	Liberty	@ Jacksonville State	REG	W	31-13	W	-7	U	59.5	
17-Oct-23	Liberty	vs Middle Tennessee	REG	W	42-35	L	-16	O	56.5	
24-Oct-23	Liberty	@ Western Kentucky	REG	W	42-29	W	-4	O	61.5	
4-Nov-23	Liberty	vs Louisiana Tech	REG	W	56-30	W	-14	O	59	
11-Nov-23	Liberty	vs Old Dominion	REG	W	38-10	W	-14	U	60	
18-Nov-23	Liberty	vs Massachusetts	REG	W	49-25	L	-26	O	64	
25-Nov-23	Liberty	@ Texas El Paso	REG	W	42-28	L	-18	O	55	
1-Dec-23	Liberty	vs New Mexico State	REG	W	49-35	W	-10	O	58	
1-Jan-24	Liberty	@ Oregon	PST	L	45-6	L	18.5	U	71	
31-Aug-24	Louisiana Lafayette	vs Grambling State	REG	W	40-10	L	-35.5	U	58.5	
7-Sep-24	Louisiana Lafayette	@ Kennesaw State	REG	W	34-10	W	-14.5	U	46.5	
21-Sep-24	Louisiana Lafayette	vs Tulane	REG	L	41-33	L	1.5	O	53.5	
28-Sep-24	Louisiana Lafayette	@ Wake Forest	REG	W	41-38	W	3	O	60.5	
5-Oct-24	Louisiana Lafayette	@ Southern Miss	REG	W	23-13	L	-17	U	57.5	
12-Oct-24	Louisiana Lafayette	vs Appalachian State	REG	W	34-24	L	-10.5	U	64.5	
19-Oct-24	Louisiana Lafayette	@ Coastal Carolina	REG	W	34-24	W	-6.5	O	56.5	
29-Oct-24	Louisiana Lafayette	@ Texas State	REG	W	23-17	W	4.5	U	60.5	
9-Nov-24	Louisiana Lafayette	vs Arkansas State	REG	W	55-19	W	-14	O	60.5	
16-Nov-24	Louisiana Lafayette	vs South Alabama	REG	L	24-22	L	-6.5	U	60	
23-Nov-24	Louisiana Lafayette	vs Troy	REG	W	51-30	W	-7.5	O	52	
30-Nov-24	Louisiana Lafayette	@ Louisiana-Monroe	REG	W	37-23	W	-8.5	O	50	
7-Dec-24	Louisiana Lafayette	vs Marshall	REG	L	31-3	L	-5	U	58	
28-Dec-24	Louisiana Lafayette	@ Texas Christian	PST	L	34-3	L	9.5	U	61	
2-Sep-23	Louisiana Lafayette	vs Northwestern State	REG	W	38-13	L	-35	U	54.5	
9-Sep-23	Louisiana Lafayette	@ Old Dominion	REG	L	38-31	L	-6.5	O	51.5	
16-Sep-23	Louisiana Lafayette	@ Alabama-Birmingham	REG	W	41-21	W	2	O	59.5	
23-Sep-23	Louisiana Lafayette	vs Buffalo	REG	W	45-38	L	-10.5	O	57.5	
30-Sep-23	Louisiana Lafayette	@ Minnesota	REG	L	35-24	L	9	O	49	
7-Oct-23	Louisiana Lafayette	vs Texas State	REG	W	34-30	W	-1	U	66.5	
21-Oct-23	Louisiana Lafayette	vs Georgia State	REG	L	20-17	L	-3	U	62	
28-Oct-23	Louisiana Lafayette	@ South Alabama	REG	W	33-20	W	11.5	U	55	
4-Nov-23	Louisiana Lafayette	@ Arkansas State	REG	L	37-17	L	-7	U	60	
9-Nov-23	Louisiana Lafayette	vs Southern Miss	REG	L	34-31	L	-7.5	O	52.5	
18-Nov-23	Louisiana Lafayette	@ Troy	REG	L	31-24	W	16	O	47.5	
25-Nov-23	Louisiana Lafayette	vs Louisiana-Monroe	REG	W	52-21	W	-12.5	O	53	
16-Dec-23	Louisiana Lafayette	vs Jacksonville State	PST	L	34-31	P	3	O	58.5	
29-Aug-24	Louisiana Monroe	vs Jackson State	REG	W	30-14	W	-4.5	U	45.5	
7-Sep-24	Louisiana Monroe	vs Alabama-Birmingham	REG	W	32-6	W	11	U	55	
21-Sep-24	Louisiana Monroe	@ Texas	REG	L	51-3	L	43.5	O	53.5	
28-Sep-24	Louisiana Monroe	@ Troy	REG	W	13-9	W	6.5	U	46	
5-Oct-24	Louisiana Monroe	vs James Madison	REG	W	21-19	W	16.5	U	48	
12-Oct-24	Louisiana Monroe	vs Southern Miss	REG	W	38-21	W	-4.5	O	41	
26-Oct-24	Louisiana Monroe	@ South Alabama	REG	L	46-17	L	7	O	45	
2-Nov-24	Louisiana Monroe	@ Marshall	REG	L	28-23	W	10.5	O	48	
9-Nov-24	Louisiana Monroe	vs Texas State	REG	L	38-17	L	9.5	O	50	
16-Nov-24	Louisiana Monroe	@ Auburn	REG	L	48-14	L	24.5	O	46	
23-Nov-24	Louisiana Monroe	@ Arkansas State	REG	L	28-21	L	3	U	51.5	
30-Nov-24	Louisiana Monroe	vs Louisiana-Lafayette	REG	L	37-23	L	8.5	O	50	
2-Sep-23	Louisiana Monroe	vs Army	REG	W	17-13	W	8.5	U	47	
9-Sep-23	Louisiana Monroe	vs Lamar	REG	W	24-14	L	-25.5	U	48.5	
16-Sep-23	Louisiana Monroe	@ Texas A&M	REG	L	47-3	L	36.5	U	53.5	
30-Sep-23	Louisiana Monroe	vs Appalachian State	REG	L	41-40	W	13.5	O	50.5	
7-Oct-23	Louisiana Monroe	vs South Alabama	REG	L	55-7	L	10.5	O	51.5	
14-Oct-23	Louisiana Monroe	@ Texas State	REG	L	21-20	W	18.5	U	64	
21-Oct-23	Louisiana Monroe	@ Georgia Southern	REG	L	38-28	W	16.5	O	60	
28-Oct-23	Louisiana Monroe	vs Arkansas State	REG	L	34-24	L	-1	O	55	
4-Nov-23	Louisiana Monroe	@ Southern Miss	REG	L	24-7	L	3	U	55.5	
11-Nov-23	Louisiana Monroe	vs Troy	REG	L	45-14	L	21.5	O	45.5	
18-Nov-23	Louisiana Monroe	@ Mississippi	REG	L	35-3	W	36.5	U	61	
25-Nov-23	Louisiana Monroe	@ Louisiana-Lafayette	REG	L	52-21	L	12.5	O	53	
31-Aug-24	Louisville	vs Austin Peay	REG	W	62-0	W	-39.5	O	54.5	
7-Sep-24	Louisville	vs Jacksonville State	REG	W	49-14	W	-28.5	O	56.5	
21-Sep-24	Louisville	vs Georgia Tech	REG	W	31-19	W	-8.5	U	56.5	
28-Sep-24	Louisville	@ Notre Dame	REG	L	31-24	L	6.5	O	45.5	
5-Oct-24	Louisville	vs Southern Methodist	REG	L	34-27	L	-7	O	55.5	
12-Oct-24	Louisville	@ Virginia	REG	W	24-20	L	-7.5	U	54	
19-Oct-24	Louisville	vs Miami-FL	REG	L	52-45	L	4	O	61	
25-Oct-24	Louisville	@ Boston College	REG	W	31-27	L	-7	O	54	
2-Nov-24	Louisville	@ Clemson	REG	W	33-21	W	11	U	62.5	
16-Nov-24	Louisville	@ Stanford	REG	L	38-35	L	-21	O	57.5	
23-Nov-24	Louisville	vs Pittsburgh	REG	W	37-9	W	-7	U	57.5	
30-Nov-24	Louisville	@ Kentucky	REG	W	41-14	W	-4.5	O	49.5	
31-Dec-24	Louisville	@ Washington	PST	W	35-34	W	1.5	O	50.5	
1-Sep-23	Louisville	@ Georgia Tech	REG	W	39-34	L	-7.5	O	49.5	
7-Sep-23	Louisville	vs Murray State	REG	W	56-0	W	-44	O	55.5	
16-Sep-23	Louisville	@ Indiana	REG	W	21-14	L	-10	U	50.5	
23-Sep-23	Louisville	vs Boston College	REG	W	56-28	W	-14	O	53.5	
29-Sep-23	Louisville	@ North Carolina State	REG	W	13-10	P	-3	U	56.5	
7-Oct-23	Louisville	vs Notre Dame	REG	W	33-20	W	6.5	U	53.5	
14-Oct-23	Louisville	@ Pittsburgh	REG	L	38-21	L	-7	O	44.5	
28-Oct-23	Louisville	vs Duke	REG	W	23-0	W	-5	U	47	
4-Nov-23	Louisville	vs Virginia Tech	REG	W	34-3	W	-9	U	46.5	
9-Nov-23	Louisville	vs Virginia	REG	W	31-24	L	-20	O	50	
18-Nov-23	Louisville	@ Miami-FL	REG	W	38-31	W	1	O	46	
25-Nov-23	Louisville	vs Kentucky	REG	L	38-31	L	-7.5	O	48	
2-Dec-23	Louisville	@ Florida State	REG	L	16-6	L	-1	U	46	
27-Dec-23	Louisville	@ Southern California	PST	L	42-28	L	-4.5	O	58.5	
1-Sep-24	LSU	vs Southern California	REG	L	27-20	L	-4	U	66.5	
7-Sep-24	LSU	vs Nicholls State	REG	W	44-21	L	-46.5	O	57.5	
14-Sep-24	LSU	@ South Carolina	REG	W	36-33	L	-6	O	48.5	
21-Sep-24	LSU	vs California-Los Angeles	REG	W	34-17	L	-21.5	U	56.5	
28-Sep-24	LSU	vs South Alabama	REG	W	42-10	W	-21	U	64	
12-Oct-24	LSU	vs Mississippi	REG	W	29-26	W	4	U	64	
19-Oct-24	LSU	@ Arkansas	REG	W	34-10	W	-3	U	57	
26-Oct-24	LSU	@ Texas A&M	REG	L	38-23	L	1.5	O	54.5	
9-Nov-24	LSU	vs Alabama	REG	L	42-13	L	3	U	58.5	
16-Nov-24	LSU	@ Florida	REG	L	27-16	L	-3.5	U	57	
23-Nov-24	LSU	vs Vanderbilt	REG	W	24-17	L	-9.5	U	52.5	
30-Nov-24	LSU	vs Oklahoma	REG	W	37-17	W	-6	O	48	
31-Dec-24	LSU	vs Baylor	PST	W	44-31	W	3.5	O	62.5	
3-Sep-23	LSU	@ Florida State	REG	L	45-24	L	-2	O	56.5	
9-Sep-23	LSU	vs Grambling State	REG	W	72-10	W	-56.5	O	62.5	
16-Sep-23	LSU	@ Mississippi State	REG	W	41-14	W	-9.5	O	54	
23-Sep-23	LSU	vs Arkansas	REG	W	34-31	L	-17.5	O	55.5	
30-Sep-23	LSU	@ Mississippi	REG	L	55-49	L	-2.5	O	66.5	
7-Oct-23	LSU	@ Missouri	REG	W	49-39	W	-6	O	63.5	
14-Oct-23	LSU	vs Auburn	REG	W	48-18	W	-11	O	60.5	
21-Oct-23	LSU	vs Army	REG	W	62-0	W	-32.5	O	60	
4-Nov-23	LSU	@ Alabama	REG	L	42-28	L	3	O	61	
11-Nov-23	LSU	vs Florida	REG	W	52-35	W	-16.5	O	68	
18-Nov-23	LSU	vs Georgia State	REG	W	56-14	W	-32	U	74	
25-Nov-23	LSU	vs Texas A&M	REG	W	42-30	W	-11	O	67	
1-Jan-24	LSU	vs Wisconsin	PST	W	35-31	L	-9.5	O	59	
31-Aug-24	Marshall	vs Stony Brook	REG	W	45-3	W	-31	U	56.5	
7-Sep-24	Marshall	@ Virginia Tech	REG	L	31-14	W	21	U	53.5	
