Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Lo,Last,Season
41,Alabama (6-7),3.9,2-Jan,0-4,0-0,20,52,41,2006
42,Houston (10-4),3.4,0-0,1-Jan,0-0,12,62,42,2006
43,S Florida (9-4),3.1,1-Jan,0-1,Jan-00,42,67,43,2006
44,Arizona St (7-6),2.6,0-2,0-1,3-Jan,26,113,44,2006
45,Tulsa (8-5),2.5,0-1,0-0,0-1,10,82,45,2006
46,Minnesota (6-7),2.5,0-2,0-2,0-2,1,52,46,2006
47,Southern Miss (9-5),2.5,0-1,0-1,0-0,40,104,47,2006
48,Cincinnati (8-5),2.3,0-3,1-Jan,0-1,44,93,48,2006
49,C Michigan (10-4),1.9,0-1,0-1,0-0,9,111,49,2006
50,Washington St (6-6),1.9,0-1,0-2,Mar-00,23,103,50,2006
51,Navy (9-4),1.4,0-0,0-2,0-1,22,95,51,2006
52,Iowa (6-7),1.3,0-2,0-2,0-0,29,53,52,2006
53,Miami (7-6),1.1,0-1,1-Jan,2-Jan,34,108,53,2006
54,Kentucky (8-5),0.4,0-3,2-Jan,Jan-00,35,105,54,2006
55,Arizona (6-6),-0.3,2-Jan,Jan-00,2-Jan,52,102,55,2006
56,Kansas (6-6),-0.6,0-0,0-2,0-2,51,77,56,2006
57,Washington (5-7),-0.9,0-1,0-2,2-Jan,42,88,57,2006
58,Maryland (9-4),-1.4,0-1,1-Jan,2-Jan,50,101,58,2006
59,E Carolina (7-6),-1.4,0-1,0-0,0-0,50,74,59,2006
60,Air Force (4-8),-1.5,0-1,0-2,0-2,25,81,60,2006
61,N Illinois (7-6),-1.6,0-1,0-1,0-0,4,98,61,2006
62,Kansas St (7-6),-1.6,0-1,2-Feb,0-1,44,109,62,2006
63,Wyoming (6-6),-1.8,0-2,0-1,Jan-00,10,91,63,2006
64,W Michigan (8-5),-1.8,0-0,0-0,0-1,1,92,64,2006
65,Vanderbilt (4-8),-2.1,0-2,0-3,Jan-00,28,94,65,2006
66,Purdue (8-6),-2.9,0-1,0-1,0-2,48,82,66,2006
67,San Jose St (9-4),-2.9,0-2,0-0,0-1,14,92,67,2006
68,Virginia (5-7),-3.2,0-0,0-1,0-3,59,102,68,2006
69,Ohio (9-5),-3.3,0-0,0-1,0-1,7,82,69,2006
70,Syracuse (4-8),-3.5,0-2,0-1,0-2,48,117,70,2006
71,Michigan St (4-8),-3.7,0-2,0-0,2-Jan,17,73,71,2006
72,Ball St (5-7),-3.8,0-1,0-0,0-0,2,100,72,2006
73,SMU (6-6),-4.1,0-0,0-0,0-1,25,113,73,2006
74,New Mexico (6-7),-4.7,0-1,0-1,1-Jan,74,115,74,2006
75,Middle Tenn (7-6),-4.9,0-1,0-2,0-0,60,109,75,2006
76,UConn (4-8),-5,0-2,0-1,1-Jan,6,116,76,2006
77,NC State (3-9),-5.1,0-0,1-Jan,2-Jan,72,101,77,2006
78,Colorado (2-10),-5.4,0-0,0-2,2-Jan,45,114,78,2006
79,Mississippi St (3-9),-5.9,0-2,0-3,0-1,42,116,79,2006
80,Mississippi (4-8),-5.9,0-1,0-2,0-3,32,104,80,2006
81,UL Monroe (4-8),-6.1,0-0,0-1,0-0,73,115,81,2006
82,Troy (8-5),-6.1,0-0,0-1,0-2,38,100,82,2006
83,Fresno St (4-8),-6.2,0-3,0-0,1-Jan,9,89,83,2006
84,Marshall (5-7),-6.4,0-1,0-1,0-0,10,107,84,2006
85,Colorado St (4-8),-6.4,0-1,0-1,0-2,51,92,85,2006
86,Rice (7-6),-6.8,0-0,0-1,0-2,20,113,86,2006
87,Akron (5-7),-6.9,0-0,0-0,0-1,12,91,87,2006
88,Illinois (2-10),-7.4,0-1,0-2,0-1,50,104,88,2006
89,UTEP (5-7),-7.4,0-0,0-0,0-1,7,90,89,2006
90,UAB (3-9),-7.6,0-0,0-1,0-1,55,92,90,2006
91,Baylor (4-8),-7.8,0-0,0-4,0-2,54,92,91,2006
92,Northwestern (4-8),-8,0-2,0-1,0-2,2,106,92,2006
93,Kent St (6-6),-8.2,0-0,0-1,0-0,17,119,93,2006
94,New Mexico St (4-8),-8.2,0-2,0-0,0-1,83,117,94,2006
95,Indiana (5-7),-8.5,0-2,0-1,0-0,20,102,95,2006
96,Iowa St (4-8),-9.1,0-0,0-3,1-Jan,13,100,96,2006
97,Toledo (5-7),-9.3,0-0,0-0,0-1,3,108,97,2006
98,Miami OH (2-10),-9.7,0-0,0-0,0-0,6,118,98,2006
99,Louisiana (6-6),-10.1,0-1,0-0,0-1,69,118,99,2006
100,Memphis (2-10),-10.5,0-0,0-1,0-0,53,109,100,2006
101,North Carolina (3-9),-10.6,0-0,0-3,0-3,77,114,101,2006
102,UCF (4-8),-11.2,0-1,0-0,0-1,11,111,102,2006
103,UNLV (2-10),-11.4,0-2,0-1,0-2,27,109,103,2006
104,San Diego St (3-9),-11.7,0-1,0-2,0-1,72,112,104,2006
105,Army (3-9),-11.9,0-0,0-1,0-2,56,106,105,2006
106,Bowling Green (4-8),-12.3,0-1,0-1,0-0,8,107,106,2006
107,Arkansas St (6-6),-12.4,0-0,0-2,0-0,42,111,107,2006
108,Tulane (4-8),-12.8,0-1,0-1,0-0,55,110,108,2006
109,Florida Atlantic (5-7),-13,0-0,0-3,0-0,106,119,109,2006
110,Stanford (1-11),-13.2,0-1,0-1,0-4,82,116,110,2006
111,E Michigan (1-11),-13.9,0-0,0-0,0-0,5,114,111,2006
112,N Texas (3-9),-15.8,0-0,0-1,0-0,79,117,112,2006
113,Duke (0-12),-16.1,0-0,0-2,0-3,88,118,113,2006
114,Buffalo (2-10),-16.8,0-0,0-3,0-0,11,117,114,2006
115,Idaho (4-8),-18.2,0-2,0-0,0-2,67,116,115,2006
116,Florida Intl (0-12),-18.3,0-0,0-0,0-0,12,118,116,2006
117,Louisiana Tech (3-10),-21.7,0-2,0-2,0-2,19,118,117,2006
118,Utah St (1-11),-22.1,0-3,0-1,0-2,70,118,118,2006
119,Temple (1-11),-24.5,0-1,0-1,0-1,66,119,119,2006
1,West Virginia (11-2),22.3,Jan-00,1-Jan,Feb-00,1,7,1,2007
2,Oklahoma (11-3),21.8,1-Feb,1-Jan,Jan-00,1,4,2,2007
3,LSU (12-2),20.5,Feb-00,1-Mar,1-Feb,1,4,3,2007
4,USC (11-2),20.2,0-1,Mar-00,Feb-00,1,11,4,2007
5,Florida (9-4),18.5,0-2,1-Jan,1-Feb,4,17,5,2007
6,Kansas (12-1),17.9,0-1,Jan-00,Jan-00,4,56,6,2007
7,Oregon (9-4),17.8,Jan-00,2-Feb,1-Jan,3,29,7,2007
8,Missouri (12-2),17.6,2-Jan,Feb-00,Jan-00,7,43,8,2007
9,Ohio St (11-2),16.5,0-1,Jan-00,1-Mar,4,24,9,2007
10,Georgia (11-2),13.7,Jan-00,1-Jan,1-Apr,10,32,10,2007
11,Cincinnati (10-3),13.6,0-1,Feb-00,1-Jan,6,50,11,2007
12,Virginia Tech (11-3),13.1,0-2,Jan-00,1-Jan,7,41,12,2007
13,Texas (10-3),12.8,0-1,Feb-00,Feb-00,8,30,13,2007
14,S Florida (9-4),12.2,1-Jan,1-Jan,1-Jan,10,61,14,2007
15,Clemson (9-4),11.9,0-0,0-2,1-Jan,12,44,15,2007
16,Arizona St (10-3),11.6,0-2,1-Feb,Jan-00,9,46,16,2007
17,Texas Tech (9-4),11.3,1-Jan,0-1,0-1,10,43,17,2007
18,BYU (11-2),11.3,0-0,0-0,1-Mar,10,34,18,2007
19,Boise St (10-3),10.7,0-0,0-0,0-1,10,26,19,2007
20,Oregon St (9-4),9.7,1-Jan,2-Jan,1-Jan,12,47,20,2007
21,Penn St (9-4),9.7,0-1,0-0,3-Jan,13,39,21,2007
22,Auburn (9-4),9.5,2-Jan,1-Feb,Jan-00,11,43,22,2007
23,Arkansas (8-5),8.9,1-Jan,0-2,2-Jan,17,38,23,2007
24,California (7-6),8.6,1-Jan,2-Jan,0-1,5,26,24,2007
25,Tennessee (10-4),8.5,2-Jan,1-Jan,1-Mar,24,47,25,2007
26,Utah (9-4),8.2,0-0,0-2,Mar-00,21,55,26,2007
27,UCLA (6-7),7.9,1-Jan,2-Mar,0-1,7,42,27,2007
28,Oklahoma St (7-6),7.7,0-3,1-Jan,0-0,25,53,28,2007
29,Rutgers (8-5),7.3,0-1,1-Jan,0-1,11,40,29,2007
30,Michigan (9-4),7.3,2-Jan,Jan-00,1-Feb,14,75,30,2007
31,Boston College (11-3),7.1,0-0,1-Feb,Jan-00,12,33,31,2007
32,Kentucky (8-5),6.8,2-Jan,1-Jan,1-Jan,14,59,32,2007
33,Louisville (6-6),6.7,0-1,1-Jan,2-Jan,2,33,33,2007
34,Hawai'i (12-1),6.3,0-1,Jan-00,0-0,11,35,34,2007
35,Alabama (7-6),5.8,0-2,1-Feb,0-0,19,40,35,2007
36,Wisconsin (9-4),5.7,0-1,0-2,1-Feb,8,49,36,2007
37,South Carolina (6-6),5.6,2-Jan,0-3,Jan-00,17,41,37,2007
38,TCU (8-5),5.2,0-0,0-2,0-1,18,53,38,2007
39,Michigan St (7-6),5,0-1,Jan-00,0-3,37,63,39,2007
40,Illinois (9-4),4.9,2-Jan,Jan-00,1-Jan,34,77,40,2007
41,Arizona (5-7),4.8,1-Jan,0-4,Jan-00,41,72,41,2007
42,Texas A&M (7-6),4.7,0-3,2-Jan,Jan-00,36,52,42,2007
43,Wake Forest (9-4),4.5,0-0,0-1,0-1,41,57,43,2007
44,Virginia (9-4),4.5,0-0,0-2,0-0,40,60,44,2007
45,UConn (9-4),4.2,0-1,1-Jan,Feb-00,28,67,45,2007
46,Washington (4-9),4,0-3,2-Feb,0-2,27,58,46,2007
47,Florida St (7-6),3.7,0-1,0-2,1-Feb,22,48,47,2007
48,Purdue (8-5),3.6,0-1,0-1,0-2,19,48,48,2007
49,Kansas St (5-7),3.4,0-2,1-Jan,0-1,13,53,49,2007
50,Georgia Tech (7-6),3.1,0-1,1-Jan,0-1,10,50,50,2007
51,Maryland (6-7),3,0-1,0-2,Feb-00,51,69,51,2007
52,Air Force (9-4),2.7,0-0,0-2,Feb-00,45,72,52,2007
53,Nebraska (5-7),1.7,0-3,0-1,0-1,9,62,53,2007
54,Troy (8-4),1.5,0-2,0-1,Jan-00,50,90,54,2007
55,Colorado (6-7),1.3,2-Jan,1-Jan,0-1,33,64,55,2007
56,UCF (10-4),1.2,0-0,0-2,0-0,55,102,56,2007
57,Tulsa (10-4),0.6,0-1,Jan-00,0-0,44,78,57,2007
58,Pittsburgh (5-7),0.4,Jan-00,1-Jan,0-3,40,72,58,2007
59,New Mexico (9-4),0.2,0-0,0-1,0-2,42,62,59,2007
60,Fresno St (9-4),-0.7,0-1,0-1,0-1,59,77,60,2007
61,Vanderbilt (5-7),-0.8,0-2,0-2,2-Jan,56,66,61,2007
62,Washington St (5-7),-0.9,0-2,0-3,1-Jan,43,73,62,2007
63,Mississippi St (8-5),-1.1,0-2,2-Jan,1-Feb,61,104,63,2007
64,Houston (8-5),-1.5,0-1,0-0,0-2,45,67,64,2007
65,Indiana (7-6),-1.9,0-0,0-1,0-4,45,82,65,2007
66,Iowa (6-6),-2.2,0-0,0-1,1-Feb,29,66,66,2007
67,Southern Miss (7-6),-3.2,0-0,0-3,0-0,49,77,67,2007
68,E Carolina (8-5),-3.5,0-1,1-Jan,0-0,68,87,68,2007
69,Miami (5-7),-4,0-1,0-1,0-1,21,70,69,2007
70,Ball St (7-6),-4.2,0-0,0-0,0-2,59,90,70,2007
71,Navy (8-5),-4.6,0-0,0-0,0-2,63,81,71,2007
72,Stanford (4-8),-4.8,1-Jan,2-Jan,0-2,67,97,72,2007
73,North Carolina (4-8),-5,0-0,0-2,0-1,70,98,73,2007
74,Mississippi (3-9),-5.6,0-4,0-2,0-1,64,77,74,2007
75,Colorado St (3-9),-5.9,0-0,0-2,0-2,61,80,75,2007
76,Wyoming (5-7),-6.2,0-0,0-2,1-Jan,39,77,76,2007
77,Nevada (6-7),-6.2,0-0,0-1,0-1,65,87,77,2007
78,NC State (5-7),-6.7,0-0,0-1,0-2,61,87,78,2007
79,Notre Dame (3-9),-7.1,0-1,0-1,3-Jan,48,95,79,2007
80,C Michigan (8-6),-7.6,0-1,0-1,0-0,74,108,80,2007
81,Northwestern (6-6),-8,0-1,0-0,2-Jan,70,93,81,2007
82,W Michigan (5-7),-8.6,0-2,0-0,0-0,73,94,82,2007
83,Minnesota (1-11),-8.9,0-1,0-0,0-3,27,87,83,2007
84,Florida Atlantic (8-5),-9,0-1,0-1,0-2,84,110,84,2007
85,Middle Tenn (5-7),-9.8,0-1,0-0,0-1,77,104,85,2007
86,San Diego St (4-8),-10.1,0-0,0-3,0-2,79,103,86,2007
87,Bowling Green (8-5),-10.3,0-0,0-0,0-2,67,91,87,2007
88,W Kentucky (7-5),-10.5,0-1,0-0,0-0,84,120,88,2007
89,Iowa St (3-9),-10.7,0-3,0-2,0-0,87,114,89,2007
90,UNLV (2-10),-10.8,0-0,0-1,3-Jan,76,104,90,2007
91,Ohio (6-6),-11.4,0-0,0-1,0-0,82,97,91,2007
92,UTEP (4-8),-11.6,0-0,0-1,0-0,72,101,92,2007
93,UL Monroe (6-6),-11.7,0-0,0-1,Jan-00,92,112,93,2007
94,Marshall (3-9),-12,0-1,0-1,0-0,78,109,94,2007
95,Miami OH (6-7),-12.5,0-0,0-1,0-0,62,98,95,2007
96,Duke (1-11),-12.9,0-0,0-2,0-0,86,113,96,2007
97,Buffalo (5-7),-13,0-0,0-1,0-1,89,117,97,2007
98,Arkansas St (5-7),-13.2,0-0,0-2,0-0,83,114,98,2007
99,Syracuse (2-10),-13.2,0-1,0-2,2-Jan,79,113,99,2007
100,Toledo (5-7),-13.6,0-1,0-0,0-0,79,114,100,2007
101,San Jose St (5-7),-13.9,0-0,0-2,0-1,88,114,101,2007
102,Memphis (7-6),-14.1,0-0,0-0,0-0,81,108,102,2007
103,Akron (4-8),-14.1,0-1,0-0,0-0,80,103,103,2007
104,Louisiana Tech (5-7),-15,0-1,0-2,0-1,88,112,104,2007
105,E Michigan (4-8),-15,0-0,0-0,0-1,104,116,105,2007
106,Baylor (3-9),-15.2,0-2,0-2,0-2,86,107,106,2007
107,Tulane (4-8),-16.2,0-1,0-0,0-0,106,116,107,2007
108,Kent St (3-9),-16.3,0-1,0-0,0-1,78,108,108,2007
109,Utah St (2-10),-16.5,0-1,0-1,0-2,104,117,109,2007
110,SMU (1-11),-16.6,0-0,0-1,0-1,80,112,110,2007
111,Rice (3-9),-17.7,0-0,0-2,0-0,96,118,111,2007
112,Army (3-9),-18,0-0,0-0,0-2,104,113,112,2007
113,N Illinois (2-10),-18.8,0-0,0-0,0-1,67,117,113,2007
114,New Mexico St (4-9),-19.2,0-0,0-2,0-1,87,115,114,2007
115,UAB (2-10),-19.4,0-0,0-0,0-1,95,117,115,2007
116,Temple (4-8),-19.5,0-0,0-1,0-0,113,119,116,2007
117,Louisiana (3-9),-19.9,0-0,0-1,0-1,100,118,117,2007
118,Idaho (1-11),-21.2,0-1,0-1,0-1,105,118,118,2007
119,N Texas (2-10),-25,0-1,0-1,0-0,113,120,119,2007
120,Florida Intl (1-11),-26.6,0-1,0-2,0-0,119,120,120,2007
1,Florida (13-1),31.5,Jan-00,1-Mar,Feb-00,1,6,2,2008
2,Oklahoma (12-2),30.2,2-Mar,Feb-00,Feb-00,1,5,1,2008
3,USC (12-1),29.7,Mar-00,1-Feb,0-0,1,7,3,2008
4,Texas (12-1),25.2,1-Mar,Feb-00,0-0,2,15,4,2008
5,Penn St (11-2),22.9,1-Jan,1-Jan,Jan-00,2,11,5,2008
6,Ohio St (10-3),17,0-3,0-0,Jan-00,1,22,8,2008
7,TCU (11-2),17,0-1,1-Feb,0-0,6,33,9,2008
8,Texas Tech (11-2),16.4,1-Jan,1-Feb,Jan-00,6,19,6,2008
9,Missouri (10-4),16.3,0-2,0-2,Jan-00,4,12,7,2008
10,Oregon (10-3),16.3,0-1,2-Mar,0-0,4,16,11,2008
11,Boise St (12-1),15.6,1-Jan,0-0,0-0,10,29,10,2008
12,Alabama (12-2),15.2,0-1,1-Feb,Feb-00,8,27,12,2008
13,Utah (13-0),14.3,Jan-00,Mar-00,0-0,13,31,15,2008
14,California (9-4),13.5,1-Jan,0-2,Jan-00,4,25,14,2008
15,Oklahoma St (9-4),13.1,4-Jan,0-0,0-0,7,26,13,2008
16,Arizona (8-5),12.6,0-2,1-Feb,0-0,10,40,16,2008
17,Iowa (9-4),12.3,Jan-00,0-0,2-Jan,16,58,17,2008
18,Oregon St (9-4),11.5,2-Jan,1-Feb,Jan-00,13,64,18,2008
19,Mississippi (9-4),11.2,Feb-00,0-1,2-Jan,19,71,20,2008
20,Georgia (10-3),10.7,0-1,0-1,Mar-00,6,20,19,2008
21,Florida St (9-4),10.4,0-1,0-0,2-Feb,16,29,21,2008
22,BYU (10-3),8.3,0-1,0-2,0-0,7,34,22,2008
23,Kansas (8-5),7.5,3-Jan,0-0,0-2,10,31,23,2008
24,Tulsa (11-3),7.4,0-0,0-0,Jan-00,18,53,32,2008
25,West Virginia (9-4),6.7,0-0,0-0,2-Apr,4,50,24,2008
26,Pittsburgh (9-4),6.7,0-0,1-Feb,2-Feb,24,68,27,2008
27,Nebraska (9-4),6.6,0-3,Jan-00,1-Jan,23,54,26,2008
28,LSU (8-5),6.6,0-1,0-3,Jan-00,5,37,35,2008
29,Clemson (7-6),6.4,0-0,0-2,2-Feb,14,46,25,2008
30,Rutgers (8-5),6.3,0-0,0-1,2-Mar,27,86,28,2008
31,S Florida (8-5),5.2,0-0,1-Jan,3-Jan,13,43,34,2008
32,Michigan St (9-4),5,0-2,2-Jan,0-0,20,41,30,2008
33,Virginia Tech (10-4),4.9,0-0,0-1,1-Apr,18,46,37,2008
34,North Carolina (8-5),4.8,0-0,0-1,1-Mar,21,78,33,2008
35,Cincinnati (11-3),4.3,0-1,Jan-00,2-Mar,25,45,31,2008
36,Boston College (9-5),4,0-0,Jan-00,3-Feb,30,49,36,2008
37,Wake Forest (8-5),4,0-0,Feb-00,1-Jan,20,48,41,2008
38,UConn (8-5),3.5,0-0,0-1,4-Jan,30,47,42,2008
39,Ball St (12-2),3.3,0-0,0-1,0-0,22,67,29,2008
40,South Carolina (7-6),3.2,0-1,2-Jan,0-2,14,46,40,2008
41,Miami (7-6),2.7,0-1,0-2,1-Feb,33,68,47,2008
42,Arizona St (5-7),2.7,0-2,0-4,0-0,17,57,43,2008
43,Houston (8-5),2.5,0-0,1-Jan,0-0,39,75,48,2008
44,Tennessee (5-7),2.4,0-1,0-2,0-1,24,54,46,2008
45,Troy (8-5),2.3,0-1,0-1,0-1,24,57,44,2008
46,Stanford (5-7),2.1,0-3,1-Feb,0-0,44,80,49,2008
47,Wisconsin (7-6),2,0-2,0-2,0-1,13,47,39,2008
48,Georgia Tech (9-4),2,0-0,Feb-00,3-Feb,31,65,38,2008
49,Illinois (5-7),1.9,0-3,Jan-00,0-0,27,63,45,2008
50,Notre Dame (7-6),1.4,0-1,0-0,0-4,42,66,55,2008
51,Vanderbilt (7-6),1.1,0-1,1-Jan,1-Feb,39,79,54,2008
52,Auburn (5-7),1,0-0,0-4,0-1,8,54,52,2008
53,Northwestern (9-4),0.8,0-2,Jan-00,0-1,51,76,53,2008
54,Purdue (4-8),0.7,0-3,0-1,0-1,44,66,51,2008
55,Navy (8-5),0.5,0-0,0-0,3-Feb,50,79,50,2008
56,Southern Miss (7-6),0.1,0-0,0-1,0-0,48,81,57,2008
57,Kentucky (7-6),0,0-1,0-2,0-1,19,58,58,2008
58,Baylor (4-8),-0.5,0-4,0-1,0-3,55,110,56,2008
59,Air Force (8-5),-0.7,0-1,0-2,0-0,48,69,59,2008
60,Rice (10-3),-0.7,0-1,0-1,0-0,60,108,65,2008
61,Maryland (8-5),-1.2,0-0,1-Jan,2-Mar,44,80,61,2008
62,E Carolina (9-5),-1.5,0-0,Feb-00,Jan-00,36,75,60,2008
63,Bowling Green (6-6),-2.4,0-0,0-1,Jan-00,54,79,62,2008
64,Kansas St (5-7),-2.6,0-3,0-1,0-1,23,66,66,2008
65,Nevada (7-6),-2.7,0-2,0-1,0-0,60,94,63,2008
66,NC State (6-7),-2.9,0-0,0-1,5-Feb,66,105,71,2008
67,Arkansas (5-7),-3,0-2,2-Jan,1-Jan,29,93,72,2008
68,Virginia (5-7),-3.2,0-1,0-0,4-Jan,51,109,70,2008
69,Minnesota (7-6),-3.7,0-1,0-2,0-0,33,71,68,2008
70,New Mexico (4-8),-3.7,0-1,3-Jan,0-0,60,86,73,2008
71,Buffalo (8-6),-3.8,0-1,0-0,2-Jan,64,100,67,2008
72,N Illinois (6-7),-3.9,0-0,0-0,0-1,51,89,64,2008
73,Michigan (3-9),-4.5,0-2,0-1,0-1,35,79,74,2008
74,W Michigan (9-4),-4.9,0-0,0-0,0-2,61,93,69,2008
75,Colorado (5-7),-5,0-2,3-Jan,0-1,34,79,75,2008
76,Duke (4-8),-5.3,0-0,0-0,0-4,70,96,76,2008
77,UCLA (4-8),-5.6,0-2,0-4,0-0,37,89,79,2008
78,Temple (5-7),-6.2,0-1,0-0,0-1,75,105,77,2008
79,Fresno St (7-6),-6.4,0-0,0-1,Jan-00,21,80,78,2008
80,Louisville (5-7),-6.6,0-0,0-1,4-Jan,32,81,81,2008
81,C Michigan (8-5),-6.9,0-0,0-1,0-1,76,96,80,2008
82,Texas A&M (4-8),-7.3,0-3,0-1,0-0,43,88,82,2008
83,Colorado St (7-6),-7.4,0-1,0-3,0-0,79,107,85,2008
84,Arkansas St (6-6),-8.2,0-0,0-1,0-0,57,112,87,2008
85,Akron (5-7),-8.4,0-0,0-0,0-2,76,103,84,2008
86,Hawai'i (7-7),-8.4,0-1,0-2,0-1,59,101,83,2008
87,Memphis (6-7),-8.5,0-0,0-1,0-1,86,102,86,2008
88,UTEP (5-7),-8.7,0-1,0-1,0-0,80,113,88,2008
89,Mississippi St (4-8),-8.7,0-0,0-2,0-1,61,89,89,2008
90,Louisiana Tech (8-5),-9.4,0-0,0-2,0-0,90,106,92,2008
91,Florida Atlantic (7-6),-9.8,0-1,0-0,0-1,89,103,94,2008
92,Louisiana (6-6),-9.9,0-0,0-0,0-0,75,116,91,2008
93,Marshall (4-8),-10,0-0,0-2,0-1,86,103,93,2008
94,Ohio (4-8),-10.1,0-1,0-0,0-0,78,99,90,2008
95,Iowa St (2-10),-10.4,0-1,0-3,0-1,67,96,95,2008
96,UNLV (5-7),-10.6,0-1,0-2,0-0,78,101,96,2008
97,Middle Tenn (5-7),-10.9,0-0,0-0,0-0,73,101,97,2008
98,UCF (4-8),-11.4,0-0,0-1,0-2,62,108,98,2008
99,Florida Intl (5-7),-12.2,0-0,0-2,0-1,91,118,100,2008
100,San Jose St (6-6),-12.3,0-0,0-1,0-1,87,114,99,2008
101,Syracuse (3-9),-12.5,0-1,0-1,0-5,93,114,101,2008
102,Kent St (4-8),-13.3,0-0,0-0,0-2,100,112,102,2008
103,Toledo (3-9),-13.5,0-0,0-1,0-1,67,104,103,2008
104,Washington (0-12),-13.8,0-3,0-4,0-0,40,104,104,2008
105,UAB (4-8),-14.3,0-0,0-1,0-1,102,115,107,2008
106,Utah St (3-9),-14.4,0-1,0-3,0-0,105,117,105,2008
107,Indiana (3-9),-14.9,0-1,0-1,0-2,55,107,106,2008
108,UL Monroe (4-8),-15.9,0-0,0-1,0-0,95,111,109,2008
109,E Michigan (3-9),-16.4,0-0,0-0,0-2,80,116,108,2008
110,Army (3-9),-16.6,0-0,0-0,0-1,106,120,110,2008
111,Wyoming (4-8),-16.8,0-1,0-2,0-0,85,118,111,2008
112,Miami OH (2-10),-18.2,0-0,0-0,0-2,86,113,112,2008
113,W Kentucky (2-10),-18.5,0-0,0-1,0-2,95,113,113,2008
114,SMU (1-11),-18.6,0-2,0-1,0-0,112,118,114,2008
115,San Diego St (2-10),-20.3,0-1,0-2,0-0,90,117,116,2008
116,New Mexico St (3-9),-20.5,0-0,0-1,0-1,103,116,115,2008
117,Tulane (2-10),-20.7,0-0,0-2,0-1,79,117,117,2008
118,Washington St (2-11),-23.8,0-2,0-4,0-0,63,118,118,2008
119,Idaho (2-10),-29.4,0-0,0-2,0-0,118,120,119,2008
120,N Texas (1-11),-30.6,0-0,0-1,0-1,118,120,120,2008
1,Texas (13-1),26.3,1-Feb,Jan-00,Jan-00,1,3,1,2009
2,Florida (13-1),26.1,0-1,Apr-00,Feb-00,1,2,2,2009
3,Alabama (14-0),22.9,Mar-00,Apr-00,Jan-00,3,11,4,2009
4,Oklahoma (8-5),21.5,0-2,3-Jan,Jan-00,2,4,3,2009
5,TCU (12-1),20.8,0-1,Feb-00,Feb-00,3,18,5,2009
6,Virginia Tech (10-3),18.7,1-Jan,1-Feb,0-1,6,23,6,2009
7,Boise St (14-0),16.7,Feb-00,0-0,0-0,4,10,8,2009
8,Nebraska (10-4),16.2,2-Jan,0-1,Jan-00,5,27,11,2009
9,Ohio St (11-2),15.8,Jan-00,1-Feb,Jan-00,7,16,10,2009
10,Oregon (10-3),15.7,0-2,1-Jan,Apr-00,5,31,7,2009
11,Texas Tech (9-4),14.8,1-Feb,0-0,0-2,8,27,9,2009
12,Penn St (11-2),13.4,0-1,1-Jan,0-0,5,17,12,2009
13,Arkansas (8-5),12.2,0-2,0-2,1-Jan,13,63,15,2009
14,Cincinnati (12-1),12.2,0-1,Jan-00,Feb-00,9,63,13,2009
15,Georgia Tech (11-3),12,Jan-00,2-Feb,1-Feb,13,51,14,2009
16,LSU (9-4),11.9,0-2,2-Jan,Feb-00,16,31,18,2009
17,Clemson (9-5),11.8,0-1,2-Jan,Jan-00,11,30,17,2009
18,USC (9-4),11.8,1-Jan,0-1,1-Mar,2,18,16,2009
19,Mississippi (9-4),11,0-1,Mar-00,1-Jan,11,25,21,2009
20,BYU (11-2),11,1-Jan,0-0,1-Mar,5,31,27,2009
21,Miami (9-4),10.9,1-Jan,1-Jan,2-Jan,19,38,19,2009
22,Pittsburgh (10-3),10.5,0-0,0-1,Mar-00,17,43,20,2009
23,Stanford (8-5),10.1,1-Jan,Jan-00,3-Jan,18,52,22,2009
24,Tennessee (7-6),9.3,0-3,0-1,1-Jan,17,46,23,2009
25,Iowa (11-2),9.1,0-1,Feb-00,Feb-00,12,55,29,2009
26,Oklahoma St (9-4),8.3,0-2,1-Jan,1-Jan,12,32,26,2009
27,Oregon St (8-5),8,0-1,3-Jan,1-Jan,24,60,24,2009
28,Georgia (8-5),8,0-1,2-Feb,1-Jan,16,45,32,2009
29,Arizona (8-5),7.8,0-2,1-Feb,1-Feb,13,38,25,2009
30,Wisconsin (10-3),7.5,0-1,1-Jan,0-0,30,56,33,2009
31,Air Force (8-5),7.3,0-1,0-1,1-Jan,30,65,43,2009
32,Auburn (8-5),7.2,0-1,2-Feb,0-1,19,40,30,2009
33,Utah (10-3),7.1,0-2,0-1,Feb-00,15,40,36,2009
34,Houston (10-4),6.9,0-0,Jan-00,1-Jan,21,49,28,2009
35,UConn (8-5),6.5,0-0,0-2,1-Jan,35,62,39,2009
36,Notre Dame (6-6),6,0-0,0-3,0-1,14,38,37,2009
37,North Carolina (8-5),6,Jan-00,2-Jan,1-Jan,34,66,40,2009
38,C Michigan (12-2),5.8,0-0,0-0,0-1,32,69,34,2009
39,Florida St (7-6),5.5,0-1,3-Jan,Jan-00,24,60,46,2009
40,California (8-5),5.2,0-1,1-Jan,2-Jan,5,41,35,2009
41,Boston College (8-5),5.1,0-1,0-2,2-Feb,21,50,41,2009
42,Missouri (8-5),5,0-2,0-0,0-1,8,43,31,2009
43,West Virginia (9-4),4.7,0-0,1-Jan,2-Jan,29,58,42,2009
